epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,0,,1.0832574367523193,,
0,1,,0.5695023536682129,,
0,2,,0.9295312166213989,,
0,3,,0.8477872610092163,,
0,4,,0.6360455751419067,,
0,5,,0.7751244902610779,,
0,6,,0.7261992692947388,,
0,7,,0.6712634563446045,,
0,8,,0.7852040529251099,,
0,9,,0.5354385375976562,,
0,10,,0.6305578351020813,,
0,11,,0.6925286054611206,,
0,12,,0.6997256278991699,,
0,13,,0.6919183135032654,,
0,14,,0.8977912068367004,,
0,15,,0.5616772174835205,,
0,16,,0.6299502849578857,,
0,17,,0.7594693899154663,,
0,18,,0.6842692494392395,,
0,19,,0.6270667314529419,,
0,20,,0.6688452363014221,,
0,21,,0.6187865734100342,,
0,22,,0.4578646421432495,,
0,23,,0.7705262303352356,,
0,24,,0.6569564342498779,,
0,25,,0.5673274993896484,,
0,26,,0.8014295101165771,,
0,27,,0.5857167840003967,,
0,28,,0.5657695531845093,,
0,29,,0.5037333965301514,,
0,30,,0.6361333131790161,,
0,31,,0.5828213691711426,,
0,32,,0.7035539746284485,,
0,33,,0.5665093064308167,,
0,34,,0.6533128023147583,,
0,35,,0.5431970953941345,,
0,36,,0.42720404267311096,,
0,37,,0.6382452249526978,,
0,38,,0.6158820390701294,,
0,39,,0.47497087717056274,,
0,40,,0.4956321716308594,,
0,41,,0.6240951418876648,,
0,42,,0.6647248268127441,,
0,43,,0.5132266283035278,,
0,44,,0.5471736192703247,,
0,45,,0.46818414330482483,,
0,46,,0.4754595160484314,,
0,47,,0.539651095867157,,
0,48,,0.494188517332077,,
0,49,,0.5132908821105957,,
0,50,,0.5292866230010986,,
0,51,,0.43823152780532837,,
0,52,,0.429071843624115,,
0,53,,0.5288938879966736,,
0,54,,0.39937737584114075,,
0,55,,0.39139121770858765,,
0,56,,0.5654664039611816,,
0,57,,0.48252853751182556,,
0,58,,0.43743905425071716,,
0,59,,0.48378363251686096,,
0,60,,0.48262301087379456,,
0,61,,0.36126062273979187,,
0,62,,0.5069907307624817,,
0,63,,0.47074973583221436,,
0,64,,0.44768887758255005,,
0,65,,0.4552782475948334,,
0,66,,0.4186117649078369,,
0,67,,0.5203128457069397,,
0,68,,0.36527860164642334,,
0,69,,0.35133489966392517,,
0,70,,0.357658326625824,,
0,71,,0.5427765846252441,,
0,72,,0.45576590299606323,,
0,73,,0.33698803186416626,,
0,74,,0.3374875783920288,,
0,75,,0.37844955921173096,,
0,76,,0.3219677805900574,,
0,77,,0.3282777965068817,,
0,78,,0.49424922466278076,,
0,79,,0.45554119348526,,
0,80,,0.3322417438030243,,
0,81,,0.4015582501888275,,
0,82,,0.37190359830856323,,
0,83,,0.3847060203552246,,
0,84,,0.3946889638900757,,
0,85,,0.38025492429733276,,
0,86,,0.4060498774051666,,
0,87,,0.4262238144874573,,
0,88,,0.443528413772583,,
0,89,,0.35935550928115845,,
0,90,,0.40975135564804077,,
0,91,,0.39638417959213257,,
0,92,,0.33692947030067444,,
0,93,,0.4247627258300781,,
0,94,,0.34134641289711,,
0,95,,0.4145545959472656,,
0,96,,0.31837165355682373,,
0,97,,0.4089597165584564,,
0,98,,0.36005961894989014,,
0,99,,0.3665107190608978,,
0,100,,0.4036325514316559,,
0,101,,0.44831836223602295,,
0,102,,0.3372543454170227,,
0,103,,0.4498850405216217,,
0,104,,0.49745017290115356,,
0,105,,0.3470466136932373,,
0,106,,0.3777996301651001,,
0,107,,0.48436784744262695,,
0,108,,0.42320936918258667,,
0,109,,0.3928413987159729,,
0,110,,0.3595912456512451,,
0,111,,0.34038737416267395,,
0,112,,0.3807644248008728,,
0,113,,0.34000667929649353,,
0,114,,0.387075811624527,,
0,115,,0.43703845143318176,,
0,116,,0.43123072385787964,,
0,117,,0.40609270334243774,,
0,118,,0.30352020263671875,,
0,119,,0.4328825771808624,,
0,120,,0.2993343472480774,,
0,121,,0.484463632106781,,
0,122,,0.4825970232486725,,
0,123,,0.31589949131011963,,
0,124,,0.3488557040691376,,
0,125,,0.3946932852268219,,
0,126,,0.5043014883995056,,
0,127,,0.3973260223865509,,
0,128,,0.3147323727607727,,
0,129,,0.5626273155212402,,
0,130,,0.40709906816482544,,
0,131,,0.3563460111618042,,
0,132,,0.385378897190094,,
0,133,,0.5827054977416992,,
0,134,,0.4575920104980469,,
0,135,,0.40206408500671387,,
0,136,,0.3672723174095154,,
0,137,,0.31923574209213257,,
0,138,,0.3684537708759308,,
0,139,,0.3600974380970001,,
0,140,,0.5721695423126221,,
0,141,,0.3458845019340515,,
0,142,,0.32793939113616943,,
0,143,,0.41349461674690247,,
0,144,,0.2878705561161041,,
0,145,,0.4966626763343811,,
0,146,,0.38811415433883667,,
0,147,,0.3846225142478943,,
0,148,,0.4548725485801697,,
0,149,,0.4185985326766968,,
0,150,,0.3320354223251343,,
0,151,,0.4662935435771942,,
0,152,,0.3656282424926758,,
0,153,,0.38682422041893005,,
0,154,,0.37061625719070435,,
0,155,,0.5281001329421997,,
0,156,,0.42361384630203247,,
0,157,,0.309866726398468,,
0,158,,0.4947810769081116,,
0,159,,0.41264814138412476,,
0,160,,0.41750627756118774,,
0,161,,0.31173956394195557,,
0,162,,0.4521079957485199,,
0,163,,0.4295661449432373,,
0,164,,0.3573152422904968,,
0,165,,0.3625865578651428,,
0,166,,0.29121747612953186,,
0,167,,0.3970104157924652,,
0,168,,0.44410133361816406,,
0,169,,0.3350563645362854,,
0,170,,0.3600202202796936,,
0,171,,0.35292184352874756,,
0,172,,0.4880484342575073,,
0,173,,0.31278666853904724,,
0,174,,0.2712770402431488,,
0,175,,0.4001529812812805,,
